"ano","mês","dia","mean(Direcao.Vento)","mean(Veloc.Vento)","mean(Precip.acumulada)","mean(Temp.Ar)","mean(Ponto.Orvalho)","max(Temp.minima)","max(Temp.maxima)","mean(Umidade.Ar)"
"44",2015,2,13,112.5,5.9,0,28.25,21.425,25.2,0,68
"45",2015,2,14,32.5,6.45,0,27.525,20.475,24.3,0,66.5
"46",2015,2,15,30,6.325,0,27.325,20.125,23.7,0,65.75
"47",2015,2,16,110,5.775,0,27.675,19.9,24.3,0,63.5
"48",2015,2,17,202.5,6.2,0,27.725,20.475,24.6,0,65.75
"49",2015,2,18,25,6.8,0,27.825,20.3,25.2,0,64.75
"50",2015,2,19,195,5.25,0,27.35,20.525,24.5,0,67.25
"51",2015,2,20,107.5,4.1,0,27.2,20.625,22.6,0,68.5
"52",2015,2,21,165,2.825,0,26.625,21,22.4,0,72.5
"53",2015,2,22,125,2.95,0.25,26.525,22.05,23.3,0,77
"54",2015,2,23,150,2.43333333333333,2,27.8333333333333,21.8,22.7,0,70.3333333333333
"55",2015,2,24,185,2.55,0,24.775,20.625,21.2,0,78
"56",2015,2,25,252.5,3.7,0,26.45,20.325,21.7,0,71.5
"57",2015,2,26,102.5,4,0,26.7,20.7,23.5,0,70.25
"58",2015,2,27,300,2.06666666666667,0.333333333333333,26.5,21.6333333333333,22.9,0,75.3333333333333
"59",2015,2,28,235,3.075,0,27.1,21.175,23.8,0,71
"60",2015,3,1,197.5,5.5,1.75,26,21.025,23.5,0,74.25
"61",2015,3,2,197.5,5.65,1.5,25.875,20.05,23.4,0,70.25
"62",2015,3,3,210,3.6,0,23.7,20.7,0,0,83
"63",2015,3,4,160,3.1,32,28.4,22.2,22.4,0,69
"64",2015,3,5,82.5,1.525,0,25.6,20.775,21.5,0,76
"65",2015,3,6,107.5,3.85,0,26.375,20.525,21.5,0,71.75
"66",2015,3,7,105,4.525,0,27.575,20.875,24.1,0,67.75
"67",2015,3,8,107.5,6.05,0,27.8,20.375,25,0,64.75
"68",2015,3,9,22.5,6.3,0,27.3,20.525,25.1,0,66.75
"69",2015,3,10,112.5,4.625,0,27.6,20.05,25.2,0,64.5
"70",2015,3,11,105,6.075,0,27.65,20.5,24.5,0,66
"71",2015,3,12,107.5,5.775,0,27.6,20.325,25,0,65
"72",2015,3,13,26.6666666666667,4.63333333333333,0,26.7,21.1333333333333,23.5,0,72.3333333333333
"73",2015,4,12,182.5,2.2375,0,23.8625,17.4875,0,0,69
"74",2015,4,13,204,2.96,0,25.96,17.68,18.2,0,61.4
"75",2015,4,14,213.333333333333,2.55,0,23.8166666666667,16.7833333333333,18.3,0,67.3333333333333
"76",2015,4,15,195.714285714286,2.92857142857143,0,24.2,17.4285714285714,19,0,67.5714285714286
"77",2015,4,16,230,3,0,25.1125,18.8,19.7,0,69.75
"78",2015,4,17,177.5,2.625,0,25.1125,21.0875,21.8,0,78.875
"79",2015,4,18,126.25,3.275,0,25.375,20.125,22.7,0,74.125
"80",2015,4,19,195,2.2375,0,25.6375,20.45,20.6,0,74.5
"81",2015,4,20,196.25,2.4375,0,25.775,20.3625,21.8,0,74
"82",2015,4,21,72.5,4.05,0,27.525,20.9125,23.9,0,68.375
"83",2015,4,22,197.5,3.725,0.375,25.575,21.3625,23.4,0,77.875
"84",2015,4,23,207.5,3.7875,0,25.125,19.8375,22.6,0,73.125
"85",2015,4,24,218.75,3.025,0,24.8875,19.925,22.5,0,74.375
"86",2015,4,25,222.5,3.475,0,25.1625,19.8375,21.9,0,72.75
"87",2015,4,26,176.25,5.1375,0,25.2125,16.15,21.4,0,57.75
"88",2015,4,27,237.5,3.85,1.375,23.125,19.5125,20.8,0,80.375
"89",2015,4,28,202.5,3.1125,0.125,23.3375,18.6125,19.8,0,75.375
"90",2015,4,29,172.5,2.3125,0,23.0375,18.375,19.3,0,76.5
"91",2015,4,30,226.25,4.1125,0,24.0875,18.4625,20.8,0,71.625
"92",2015,5,1,211.25,4.05,3.375,22.6125,17.8125,20.2,0,75
"93",2015,5,2,202.857142857143,2.32857142857143,9.28571428571429,23.1571428571429,18.9285714285714,20.3,0,77.8571428571429
"94",2015,5,3,132.857142857143,2.71428571428571,0,23.9714285714286,19.6857142857143,21.2,0,77.5714285714286
"95",2015,5,4,180,3.65,0,23.95,19.3375,20.4,0,76.125
"96",2015,5,5,113.75,4.5125,0,25.25,20.1375,23.3,0,73.875
"97",2015,5,6,231.25,3.5625,0.875,23.1,19.6125,22,0,80.875
"98",2015,5,7,223.75,2.4375,0.25,22.6625,18.6625,20.2,0,78.5
"99",2015,5,8,208.75,5.5875,3,22.075,17.875,20,0,78.125
"100",2015,5,9,246.25,2.25,1.375,21.5625,16.9,18.7,0,75.375
"101",2015,5,10,215,2.3625,0,21.9375,17.225,17.4,0,75.75
"102",2015,5,11,253.75,1.65,0,23.5625,17.9375,19.2,0,72.125
"103",2015,5,12,251.25,2.95,0.5,23.4875,19.1375,21.3,0,77.125
"104",2015,5,13,211.25,5.15,0,23.95,16.5,21.2,0,63.625
"105",2015,5,14,220,3.6625,0.25,21.6875,17.4,19.9,0,76.625
"106",2015,5,15,196.25,4.125,0.25,21.25,15.2,18.3,0,70.125
"107",2015,5,16,227.5,2.5625,2.25,20.1,17.9625,18.7,0,87.625
"108",2015,5,17,255,2.325,3.375,20.0125,18.425,18,0,90.5
"109",2015,5,18,200,2.2125,3.875,22.1875,18.8875,19.8,0,82.375
"110",2015,5,19,233.75,1.8625,4.125,20.675,18.75,19.8,0,88.75
"111",2015,5,20,227.5,2.05,4.25,20.5875,18.0375,18.6,0,85.5
"112",2015,5,21,227.5,2.0875,0.75,21.875,17.9625,18.7,0,79.375
"113",2015,5,22,216.25,2.55,1.75,21.075,16.7625,18.9,0,77.875
"114",2015,5,23,182.5,1.925,0.25,20.3375,15.825,16.3,0,76.125
"115",2015,5,24,175,3.1375,0,20.825,17.6875,17,0,82.375
"116",2015,5,25,221.25,2.8375,0,22.9875,17.3125,17.6,0,71.125
"117",2015,5,26,165,1.5375,0,21.8,17.6625,16.9,0,79
"118",2015,5,27,190,1.97142857142857,0,21.6,18.6428571428571,18.8,0,83.5714285714286
"119",2015,5,28,63.75,5.2125,0,25.2875,20.0125,22.4,0,74
"120",2015,5,29,93.75,3.725,1.375,23.05,19.175,22.2,0,79.5
"121",2015,5,30,235,2.1,1.5,21.9625,18.8125,18.3,0,83.375
"122",2015,5,31,81.25,1.675,0,24.4875,20.875,21,0,80.875
"123",2015,6,1,211.25,3.225,0,24.7125,20.6,22.5,27.5,78.5
"124",2015,6,2,215,4.9625,0,22.8,17.625,21.1,28.7,72.75
"125",2015,6,3,195,2.5875,0,21.225,16.0625,20,24.6,72.625
"126",2015,6,4,247.5,2.45,0,21.2875,17.0375,18.4,22.5,77
"127",2015,6,5,153.75,1.8,0.375,21.5625,18.9375,18.7,25.1,85.25
"128",2015,6,6,226.25,2.3,0.5,22.6125,19.325,19,24.3,82.625
"129",2015,6,7,175,2.3,0.25,22.4625,18.5625,18.7,27.6,79.75
"130",2015,6,8,252.5,2.3625,0.125,21.6875,16.25,16.4,26.6,73.875
"131",2015,6,9,183.75,2.375,0,21.925,17.8125,16.7,27.5,78.375
"132",2015,6,10,298.75,2.675,0,23.3,18.8875,18.6,27.6,78
"133",2015,6,11,171.25,3.6625,0,24.2375,19.3875,19.4,28.8,75.75
"134",2015,6,12,186.25,2.4375,0,24.375,19,18.9,30.2,74
"135",2015,6,13,116.25,2.7,0,23.6,18.925,19.2,30.7,76.125
"136",2015,6,14,220,4.125,0,24.975,17.6125,22,28.8,63.75
"137",2015,6,15,88.75,4,0,26.1375,18.3,20.5,29.8,65.25
"138",2015,6,16,172.5,3.275,0,16.75,13.975,21.7,33.8,59.5
"139",2015,6,17,28.75,0.65,0,12.05,9.8125,23.2,23,38.25
"140",2015,6,18,135,3.0625,0,23.15,19.075,18.6,25.1,79.5
"141",2015,6,19,192.5,5.0125,0,22.8125,17.9875,18.6,28.7,74.75
"142",2015,6,20,182.5,7.075,1,22.2375,17.15,20.3,26.6,73.25
"143",2015,6,21,205,4.3,0,21.6625,15.975,19,24.6,70.25
"144",2015,6,22,201.25,2.6375,1.5,21.675,18.2,19.3,24.5,81
"145",2015,6,23,207.5,1.9125,0,21.8125,17.6,17.6,24.6,78.5
"146",2015,6,24,138.75,4.1125,0,21.975,18.025,18.3,27.4,79.75
"147",2015,6,25,205,5.8625,7.875,19.3375,15.725,18.8,25.6,79.625
"148",2015,6,26,211.25,4.325,0.75,19.175,15.3125,17.3,21.9,78.75
"149",2015,6,27,181.25,4.5125,2.625,20.875,15.35,18.2,22.6,71.875
"150",2015,6,28,265,2.1125,0.125,18.8875,16.25,16.7,23.3,84.625
"151",2015,6,29,201.25,1.65,0,20.3125,16.6875,17.1,22.1,80.625
"152",2015,6,30,156.25,2.6375,0.25,21.6,17.725,18,24.2,79.375
"153",2015,7,1,160,3.82857142857143,0,23,18.2857142857143,19.9,26.6,75.5714285714286
"154",2015,7,2,150,1.53333333333333,0,22.5666666666667,17.45,17.9,0,74.8333333333333
"155",2015,7,3,213.75,2.3,0,21.6125,17.5375,17.9,27.7,78.5
"156",2015,7,4,101.25,3.4125,0,24.4625,17.575,20.5,26.1,67.25
"157",2015,7,5,191.25,6.425,0,21.575,15.4,19.7,30.6,68.25
"158",2015,7,6,217.5,3.6,0,20.2625,15.025,19.1,22.6,72
"159",2015,7,7,217.5,2.0875,0.25,19.8125,16.4125,18.1,21.7,81.125
"160",2015,7,8,215,2.5625,0,20.4375,16.7,16.6,22.5,79.625
"161",2015,7,9,58.75,2.45,0,22,17.725,17.7,25.3,77.375
"162",2015,7,10,160,2.9625,0,21.725,18.0375,18.1,27,79.875
"163",2015,7,11,212.5,2.5625,0,21.125,17.9,16.8,24.1,82.625
"164",2015,7,12,22,4.2,0,22.68,18.42,0,26.3,77
"165",2015,7,13,145,3.6625,0,22.425,18.2375,19.3,26,77.75
"166",2015,7,14,98.5714285714286,2.35714285714286,0,21.5142857142857,17.1571428571429,16.7,25.9,77.8571428571429
"167",2015,7,15,162.857142857143,3.24285714285714,0,21.7428571428571,17.7142857142857,16.4,0,78.5714285714286
"168",2015,7,16,188.571428571429,2.77142857142857,0.142857142857143,21.7285714285714,18.9571428571429,19.3,26.1,84.5714285714286
"169",2015,7,17,148.571428571429,2.72857142857143,0.571428571428571,21.9571428571429,18.1714285714286,18.5,0,80.1428571428571
"170",2015,7,18,255,2.05,0,21.225,17.325,17.3,26.2,79.75
"171",2015,7,19,203.75,2.425,0.375,21.0375,17.275,18,26.4,80.375
"172",2015,7,20,146.25,1.6625,0,19.7125,16.625,16.4,25.5,82.625
"173",2015,7,21,135,3.2125,0,22.1625,17.3125,18.3,24,75.5
"174",2015,7,22,197.5,4.4875,0,22.1125,17.3375,19,27.8,75
"175",2015,7,23,200,4.1875,0.125,21.425,17.3375,20.7,25.6,77.625
"176",2015,7,24,213.75,2.5,0.125,21.4125,17.7875,18.1,23.4,80.75
"177",2015,7,25,236.666666666667,1.4,0,20.9,17.8666666666667,0,25,82.6666666666667
"178",2015,7,27,70,3.93333333333333,0,24,18.3,22,0,70.6666666666667
"179",2015,7,28,23.75,4.2375,0,23.95,18.1875,21.6,27.1,71.25
"180",2015,7,29,112.857142857143,3.3,0,23.9285714285714,18.4571428571429,21,28.4,72
"181",2015,7,30,193.75,3.075,0,22.1375,17.4,17.1,28.8,75.875
"182",2015,7,31,186.25,2.5625,0,22.125,17.7375,17.1,27.2,77.625
"183",2015,8,1,136.25,3.0125,0,21.9875,17.1625,17.3,27,75.875
"184",2015,8,2,176.25,3.725,0,22.325,15.8,17.4,27.2,69.25
"185",2015,8,3,212.5,3.6,0,22.1,15.725,15.5,27.4,68.5
"186",2015,8,4,186.25,2.825,0,23.3625,14.625,16.4,28.1,61.125
"187",2015,8,5,191.25,2.375,0,21.25,15.025,14.3,30.4,69.875
"188",2015,8,6,218.75,3.1375,0,23.45,16.875,17.8,28.6,69
"189",2015,8,7,226.25,3.8125,0,24.8,18.2875,20.7,32,68.875
"190",2015,8,8,142.5,2.3125,0,22.4375,19.25,19.2,30.6,82.625
"191",2015,8,9,220,1.425,0,20.825,19.475,0,0,92.25
"192",2015,8,10,234,2.28,0,21.68,18.32,0,0,82.8
"193",2015,8,11,174.285714285714,2.8,0,21.6571428571429,16.4285714285714,0,0,74.1428571428571
"194",2015,8,12,234.285714285714,2.78571428571429,0,19.3142857142857,16.0571428571429,0,0,82.1428571428571
"195",2015,8,13,108.333333333333,1.1,0,19.2666666666667,16.75,0,0,85.5
"196",2015,8,14,102.857142857143,2.27142857142857,0,20.2571428571429,17.2857142857143,0,0,83.7142857142857
"197",2015,8,15,218.75,2.5,0,20.8125,16.5125,0,0,77.375
"198",2015,8,16,26.25,8.5625,0,16.35,17.0625,17.6,0,57.125
"199",2015,8,17,101.428571428571,2.05714285714286,0.142857142857143,21.8571428571429,17.6,0,0,78.1428571428571
"200",2015,8,18,168.75,8.75,1.375,19.2,17.05,0,0,65.25
"201",2015,8,19,217.5,3.7875,0,22.1,14.1375,17.4,25.9,62.5
"202",2015,8,20,134.285714285714,5.12857142857143,0,22.2142857142857,16.1428571428571,20,27.5,68.8571428571429
"203",2015,8,21,193.75,4.6375,0,21.9625,15.275,18.3,25.3,66.125
"204",2015,8,22,177.5,2.2,0,21.15,16.475,18,25.6,75
"205",2015,8,23,143.75,2.45,0,20.85,16.6,18.3,24.1,78.25
"206",2015,8,24,222.5,3.525,0,22.3875,15.9625,17.4,26.2,68.5
"207",2015,8,25,207.5,3.975,0,22.55,18.125,19.8,27.6,76.375
"208",2015,8,26,201.25,2.3125,0,22.9,17.7,18.3,25.8,74
"209",2015,8,27,207.5,2.9375,0,22.425,17.95,19,28.7,76.375
"210",2015,8,28,158.75,3.725,0.5,23.3625,18.9,22.3,26.2,76.25
"211",2015,8,29,191.25,5.525,0,22.2375,16.9375,21.1,25.9,72.25
"212",2015,8,30,198.75,3,0,22.2,17.3375,17,23.8,74.875
"213",2015,8,31,111.428571428571,4.2,0,22.9285714285714,17.7857142857143,18,27.1,74.5714285714286
"214",2015,9,1,113.75,4.2875,0,24.875,17.375,20.7,29.6,64.875
"215",2015,9,2,172.5,6.625,0,22.5,17.45,0,31.9,73
"216",2015,9,3,235,3.725,0,21.3,16.2625,18.7,23.7,73.625
"217",2015,9,4,148.75,3.7375,0,23.975,18.6625,20.6,25.2,73.125
"218",2015,9,5,183.75,5.0625,0,23.1125,18.1125,21.2,30.8,73.875
"219",2015,9,6,203.75,3.2125,1.875,21.2375,18.925,19.1,26.6,86.625
"220",2015,9,7,107.142857142857,5.71428571428571,0,25.5428571428571,19.9857142857143,22.4,23.5,73.7142857142857
"221",2015,9,8,90,2.825,1,25.075,19.2,20.6,0,70.25
"222",2015,9,9,68.75,5.2875,0,25.2875,18.8,22.9,26,67.875
"223",2015,9,10,123.75,3.2125,0,24.225,19.325,22.2,29.8,74.25
"224",2015,9,11,22.5,5.9625,0,25.3125,18.925,23.3,27.2,69.125
"225",2015,9,12,117.5,3.6,0,23.3625,19.325,22,31.6,78.5
"226",2015,9,13,205,3.475,0.25,21,18.0125,20.6,28.1,82.875
"227",2015,9,14,221.25,3.5875,0,21.0625,18.3,0,22.2,84.25
"228",2015,9,15,163.75,3.1375,1,22.9375,20.0625,20.9,23.3,84.25
"229",2015,9,16,106.25,4.7125,0,23.8,19.1125,21,26.8,75.625
"230",2015,9,17,152.5,5.925,0,24.3,17.85,20.5,27.3,68.625
"231",2015,9,18,113.75,6.0375,0,24.6,18.1,21.9,30.1,67.875
"232",2015,9,19,113.75,5.9125,0,24.7125,17.8125,22,28.7,66.75
"233",2015,9,20,152.5,5.3625,0,24.3625,18.275,20.7,29.3,70
"234",2015,9,21,71.25,6.05,0,24.475,18.65,21.5,28.9,71
"235",2015,9,22,153.75,5.775,0,24.5625,17.35,21.5,28.7,65
"236",2015,9,23,157.5,6.4875,0,24.4125,17.15,20.7,29.5,64.75
"237",2015,9,24,63.75,6.8875,0,25.85,18.325,23.4,29.2,64.375
"238",2015,9,25,26.25,7.5875,0,26.05,18.925,23,33,65.75
"239",2015,9,26,167.5,4.95,0,24.6375,18.675,21.4,32.3,69.5
"240",2015,9,27,90,5.4125,0,24.8375,18.9375,21.9,26.9,71.125
"241",2015,9,28,108.75,6.35,0,25.5125,16.2375,22.2,29.7,58.25
"242",2015,9,29,110,5.2125,0,25.4625,17.5125,22.4,31.3,62.5
"243",2015,9,30,120,6.04285714285714,0,26.2285714285714,18.6571428571429,23.3,31.2,64.5714285714286
"244",2015,10,1,20,6.3,0,26.525,18.975,23.4,31.6,63.75
"245",2015,10,2,197.5,4.9,0,25.05,18.625,22.5,31.5,68.75
"246",2015,10,3,27.5,6.45,0,25.1,17.75,21.7,29.2,64.5
"247",2015,10,4,60,4.875,0,25.4,19.2,23.2,31.2,69
"248",2015,10,5,192.5,6.575,0,22.925,18.35,21.4,31.3,75.75
"249",2015,10,6,210,4.5,0,21.65,15.125,20.8,24.6,66.25
"250",2015,10,7,170,2.975,0,21.9,16.1,18.9,24.8,71
"251",2015,10,8,32.5,5.425,0,23.725,15.725,19.6,25.5,61.5
"252",2015,10,9,30,6.3,0,24.5,16.05,22,27.1,59.75
"253",2015,10,10,195,6.55,0,25.275,17.025,21.9,28.2,60.75
"254",2015,10,11,22.5,7.325,0,25.9,18.75,22.8,32.2,66
"255",2015,10,12,22.5,6.175,0,25.525,16.9,21.8,30.4,60.5
"256",2015,10,13,105,6.3,0,25.2,18.375,22,29.8,67.25
"257",2015,10,14,107.5,6.3,0,25.325,19.125,23,29.7,69
"258",2015,10,15,27.5,6.825,0,26.75,19.85,24.1,31.4,66.75
"259",2015,10,16,30,8.75,0,29.05,19.5,23.2,0,57
"260",2015,10,17,47.5,5.925,0,26.05,19.175,22.6,32.4,66.5
"261",2015,10,18,170,4.1,0,25.1,18.9,0,31.5,68
"262",2015,10,19,180,4.6,0,21.35,17.85,21.5,0,80.5
"263",2015,10,20,177.5,3.35,0,22.775,17.65,19.7,22.7,74
"264",2015,10,21,30,6.425,0,26.25,19.55,23,26,67.5
"265",2015,10,22,143.333333333333,4.3,0,25.9666666666667,19.8666666666667,23.4,33.9,71
"266",2015,10,23,110,4.35,0,27.025,20.1,23,33.5,67.25
"267",2015,10,24,137.5,5.675,0,25.9,18.975,23.4,32,66.75
"268",2015,10,25,192.5,4.475,0,24.05,18.425,22.8,29.8,71
"269",2015,10,26,82.5,2.175,0.5,23.2,17.75,20.9,25.8,72.75
"270",2015,10,27,28,5.06,0,24.92,18.52,0,25.4,68.4
"271",2015,10,28,117.5,5.0125,0,25.5125,20.55,23.6,28,74.5
"272",2015,10,29,218.75,6.5,0.125,25.65,21.525,22.9,29,78.625
"273",2015,10,30,162.5,5.9875,1,22.8125,21.725,21.9,28.7,93.5
"274",2015,10,31,90,4.2375,2.625,25.275,22.2,22.8,24,83.5
"275",2015,11,1,75,6.225,0.375,26.6375,22.1875,24,28.4,77.625
"276",2015,11,2,75,5.7375,0,26.9875,21.85,24.6,32.2,74
"277",2015,11,3,148.75,6.1375,0,27.725,20.6375,0,30.6,67.625
"278",2015,11,4,27.5,7.0375,0,28.5125,21.05,25.5,33.9,65.125
"279",2015,11,5,71.4285714285714,4.55714285714286,0,27,22.1428571428571,24.3,34.5,75.4285714285714
"280",2015,11,6,105.714285714286,2.8,0,26.9,21.8428571428571,22.4,0,74.5714285714286
"281",2015,11,7,120,4.5625,0,27.625,22.125,24.9,31.4,73
"282",2015,11,8,105,4.8125,0,26.7,21.4625,22.7,31.4,74
"283",2015,11,9,70,5.8625,0,27.625,21.6125,25,30.9,70
"284",2015,11,10,75,5.5375,0,26.975,22.175,24.4,33.8,75.375
"285",2015,11,11,78.75,5.4625,0,26.825,21.9125,23.9,30.6,75.25
"286",2015,11,12,50,5.4625,0,28.475,22.3,24.7,30.8,70.875
"287",2015,11,13,125,3.4625,0,27.9125,22.2375,24.4,36.1,71.875
"288",2015,11,14,36.25,5.4625,0,28.65,22.9375,25.5,31.1,72.5
"289",2015,11,15,72.5,5.7125,0,29.0625,22.2375,26.6,35.1,68.625
"290",2015,11,16,191.666666666667,3.25,0,26.3,22.1333333333333,25.1,37.4,77.8333333333333
"291",2015,11,18,108,6.4,2.2,28.56,23.38,24.5,0,74.2
"292",2015,11,19,31.25,5.725,0,28.1625,23.1875,25.5,32.3,75.375
"293",2015,11,20,71.25,5.725,0,28.025,22.85,25.5,33.6,74.25
"294",2015,11,21,151.25,4.25,0,26.825,22.0375,25,33.7,76.125
"295",2015,11,22,203.75,5.1,3.75,23.9,20.375,21.2,31.4,81.375
"296",2015,11,23,170,3.0125,0,25.3375,21.125,22,27.1,78
"297",2015,11,24,96.25,3.8625,0.125,26.6125,23.45,24.3,28.8,83.125
"298",2015,11,25,121.25,2.8375,0,26.275,23.7,24.5,29.3,86
"299",2015,11,26,200,2.23333333333333,0.5,25.1,23,23.3,29.2,88.3333333333333
"300",2015,11,27,178.75,2.8375,0.875,24.6125,20.95,21,26.4,80.5
"301",2015,11,28,177.5,3.9125,1,25.125,22.025,22.2,27.2,84.125
"302",2015,11,29,70,6.4875,0,27.2375,22.25,24.4,29.4,74.875
"303",2015,11,30,77.5,5.2125,0,28.7,23.125,25.8,32.7,73.125
"304",2015,12,1,166.25,4.375,0,26.35,23.6375,25,34,85.375
"305",2015,12,2,191.666666666667,1.45,0,25.85,23.2,24.8,27.8,85.6666666666667
"306",2015,12,3,248.333333333333,1.96666666666667,0.166666666666667,25.4,24.3,0,29.5,93.5
"307",2015,12,4,222.5,3.2625,1.5,26.2625,24.2,24.6,29.2,88.75
"308",2015,12,5,126.25,4.2375,0,28.5125,23.45,25.3,28.7,75.875
"309",2015,12,6,226.25,3.975,0,30.4875,21.5375,26.5,34.8,60.75
"310",2015,12,7,222.857142857143,4.02857142857143,0,26.6142857142857,24.1142857142857,25.5,36.9,86.4285714285714
"311",2015,12,8,202.5,2.9625,4.875,23.7125,22.125,22.3,30.4,90.75
"312",2015,12,9,128.571428571429,2.87142857142857,0,25.9571428571429,22.8142857142857,23.3,26.1,83.8571428571429
"313",2015,12,10,71.25,6.175,0,28.0625,21.8375,24.9,31.2,70.125
"314",2015,12,11,95.7142857142857,3,0,27.7285714285714,21.8714285714286,25.1,33.1,70.4285714285714
"315",2015,12,12,116.25,4.4375,0,27.5375,22.8,24.2,30.9,76.75
"316",2015,12,13,83.3333333333333,6.01666666666667,0,27.4833333333333,22.9,25.1,31.9,76.6666666666667
"317",2015,12,14,140,5.425,0,28.525,22.8375,25.7,32.2,72.125
"318",2015,12,15,157.5,5.275,0,28.175,22.55,24.8,33.1,72.75
"319",2015,12,16,155,5.35,0,27.7625,21.925,24.3,32.4,71.75
"320",2015,12,17,151.25,4.65,0,27.9875,22.975,24.1,33.2,75.25
"321",2015,12,18,75,6.5,0,28.15,22.6375,25.3,32,73.25
"322",2015,12,19,72.5,7.2625,0,28.3625,21.7625,25.5,32.7,68
"323",2015,12,20,61.25,5.6625,0,28.15,22.0625,25.1,32.5,70.875
"324",2015,12,21,158.75,5.1625,0,27.9375,22.25,24.6,32.8,72.5
"325",2015,12,22,82.8571428571429,5.81428571428571,0,27.9428571428571,22.3428571428571,24.6,32.2,72.4285714285714
"326",2015,12,23,217.142857142857,3.67142857142857,0.142857142857143,27.3428571428571,22.2857142857143,23.7,31.5,75
"327",2015,12,24,111.25,5.4125,0,27.575,22,23.6,31.5,72.75
"328",2015,12,25,186.666666666667,4.11666666666667,0,28.65,21.7833333333333,25.8,32,68.6666666666667
"329",2015,12,26,120,6.04285714285714,10,27.0142857142857,22.3428571428571,23.4,34.4,76.4285714285714
"330",2015,12,27,117.5,7.525,0,28.35,21.7,25.8,32.9,68.125
"331",2015,12,28,77.1428571428571,6.08571428571429,0,29.1,21.6428571428571,0,33.4,65.2857142857143
